Tick,Time,Source,Target,Edge_Type,Weight
44,08:30,Dave,CEO VIX,TRUST,7.6
44,08:30,Dave,BOB,SUSPICION,10.0
44,08:30,Alice,CEO VIX,TRUST,5.7
44,08:30,Alice,BOB,SUSPICION,10.0
44,08:30,Bob,CEO VIX,TRUST,7.9
44,08:30,Bob,DAVE,SUSPICION,10.0
45,09:00,Mark,CEO VIX,TRUST,6.5
45,09:00,Mark,BOB,SUSPICION,10.0
45,09:00,Alice,CEO VIX,TRUST,5.7
45,09:00,Alice,BOB,SUSPICION,10.0
45,09:00,Bob,CEO VIX,TRUST,7.9
45,09:00,Bob,DAVE,SUSPICION,10.0
45,09:00,Dave,CEO VIX,TRUST,7.6
45,09:00,Dave,BOB,SUSPICION,10.0
46,09:30,Dave,CEO VIX,TRUST,7.6
46,09:30,Dave,BOB,SUSPICION,10.0
46,09:30,Bob,CEO VIX,TRUST,7.9
46,09:30,Bob,DAVE,SUSPICION,10.0
46,09:30,Mark,CEO VIX,TRUST,6.5
46,09:30,Mark,BOB,SUSPICION,10.0
46,09:30,Alice,CEO VIX,TRUST,5.7
46,09:30,Alice,BOB,SUSPICION,10.0
47,10:00,Bob,CEO VIX,TRUST,7.9
47,10:00,Bob,DAVE,SUSPICION,10.0
47,10:00,Mark,CEO VIX,TRUST,6.5
47,10:00,Mark,BOB,SUSPICION,10.0
47,10:00,Alice,CEO VIX,TRUST,5.7
47,10:00,Alice,BOB,SUSPICION,10.0
47,10:00,Dave,CEO VIX,TRUST,7.6
47,10:00,Dave,BOB,SUSPICION,10.0
48,10:30,Mark,CEO VIX,TRUST,6.5
48,10:30,Mark,BOB,SUSPICION,10.0
48,10:30,Bob,CEO VIX,TRUST,7.9
48,10:30,Bob,DAVE,SUSPICION,10.0
48,10:30,Alice,CEO VIX,TRUST,5.7
48,10:30,Alice,BOB,SUSPICION,10.0
48,10:30,Dave,CEO VIX,TRUST,7.6
48,10:30,Dave,BOB,SUSPICION,9.5
49,11:00,Alice,CEO VIX,TRUST,5.7
49,11:00,Alice,BOB,SUSPICION,10.0
49,11:00,Dave,CEO VIX,TRUST,7.6
49,11:00,Dave,BOB,SUSPICION,10.0
49,11:00,Mark,CEO VIX,TRUST,6.5
49,11:00,Mark,BOB,SUSPICION,10.0
49,11:00,Bob,CEO VIX,TRUST,7.9
49,11:00,Bob,DAVE,SUSPICION,10.0
50,11:30,Bob,CEO VIX,TRUST,7.9
50,11:30,Bob,DAVE,SUSPICION,10.0
50,11:30,Dave,CEO VIX,TRUST,7.6
50,11:30,Dave,BOB,SUSPICION,10.0
50,11:30,Alice,CEO VIX,TRUST,5.7
50,11:30,Alice,BOB,SUSPICION,9.5
50,11:30,Mark,CEO VIX,TRUST,6.5
50,11:30,Mark,BOB,SUSPICION,10.0
51,12:00,Mark,CEO VIX,TRUST,6.5
51,12:00,Mark,BOB,SUSPICION,10.0
51,12:00,Dave,CEO VIX,TRUST,7.6
51,12:00,Dave,BOB,SUSPICION,10.0
51,12:00,Bob,CEO VIX,TRUST,7.9
51,12:00,Bob,DAVE,SUSPICION,10.0
51,12:00,Alice,CEO VIX,TRUST,5.7
51,12:00,Alice,BOB,SUSPICION,9.0
52,12:30,Bob,CEO VIX,TRUST,7.9
52,12:30,Bob,DAVE,SUSPICION,10.0
52,12:30,Mark,CEO VIX,TRUST,6.5
52,12:30,Mark,BOB,SUSPICION,10.0
52,12:30,Alice,CEO VIX,TRUST,5.7
52,12:30,Alice,BOB,SUSPICION,10.0
52,12:30,Dave,CEO VIX,TRUST,7.6
52,12:30,Dave,BOB,SUSPICION,9.5
53,13:00,Mark,CEO VIX,TRUST,6.5
53,13:00,Mark,BOB,SUSPICION,10.0
53,13:00,Dave,CEO VIX,TRUST,7.6
53,13:00,Dave,BOB,SUSPICION,10.0
53,13:00,Alice,CEO VIX,TRUST,5.7
53,13:00,Alice,BOB,SUSPICION,10.0
53,13:00,Bob,CEO VIX,TRUST,7.9
53,13:00,Bob,DAVE,SUSPICION,10.0
54,13:30,Bob,CEO VIX,TRUST,7.9
54,13:30,Bob,DAVE,SUSPICION,10.0
54,13:30,Alice,CEO VIX,TRUST,5.7
54,13:30,Alice,BOB,SUSPICION,10.0
54,13:30,Dave,CEO VIX,TRUST,7.6
54,13:30,Dave,BOB,SUSPICION,10.0
54,13:30,Mark,CEO VIX,TRUST,6.5
54,13:30,Mark,BOB,SUSPICION,10.0
55,14:00,Bob,CEO VIX,TRUST,7.9
55,14:00,Bob,DAVE,SUSPICION,10.0
55,14:00,Mark,CEO VIX,TRUST,6.5
55,14:00,Mark,BOB,SUSPICION,10.0
55,14:00,Dave,CEO VIX,TRUST,7.6
55,14:00,Dave,BOB,SUSPICION,10.0
55,14:00,Alice,CEO VIX,TRUST,5.7
55,14:00,Alice,BOB,SUSPICION,10.0
56,14:30,Mark,CEO VIX,TRUST,6.5
56,14:30,Mark,BOB,SUSPICION,10.0
56,14:30,Dave,CEO VIX,TRUST,7.6
56,14:30,Dave,BOB,SUSPICION,10.0
56,14:30,Bob,CEO VIX,TRUST,7.9
56,14:30,Bob,DAVE,SUSPICION,10.0
56,14:30,Alice,CEO VIX,TRUST,5.7
56,14:30,Alice,BOB,SUSPICION,10.0
57,15:00,Dave,CEO VIX,TRUST,7.6
57,15:00,Dave,BOB,SUSPICION,10.0
57,15:00,Mark,CEO VIX,TRUST,6.5
57,15:00,Mark,BOB,SUSPICION,10.0
57,15:00,Alice,CEO VIX,TRUST,5.7
57,15:00,Alice,BOB,SUSPICION,10.0
57,15:00,Bob,CEO VIX,TRUST,7.9
57,15:00,Bob,DAVE,SUSPICION,9.5
58,15:30,Bob,CEO VIX,TRUST,7.9
58,15:30,Bob,DAVE,SUSPICION,10.0
58,15:30,Mark,CEO VIX,TRUST,6.5
58,15:30,Mark,BOB,SUSPICION,10.0
58,15:30,Alice,CEO VIX,TRUST,5.7
58,15:30,Alice,BOB,SUSPICION,10.0
58,15:30,Dave,CEO VIX,TRUST,7.6
58,15:30,Dave,BOB,SUSPICION,10.0
59,16:00,Dave,CEO VIX,TRUST,7.6
59,16:00,Dave,BOB,SUSPICION,10.0
59,16:00,Alice,CEO VIX,TRUST,5.7
59,16:00,Alice,BOB,SUSPICION,10.0
59,16:00,Mark,CEO VIX,TRUST,6.5
59,16:00,Mark,BOB,SUSPICION,10.0
59,16:00,Bob,CEO VIX,TRUST,7.9
59,16:00,Bob,DAVE,SUSPICION,10.0
60,16:30,Dave,CEO VIX,TRUST,7.6
60,16:30,Dave,BOB,SUSPICION,10.0
60,16:30,Bob,CEO VIX,TRUST,7.9
60,16:30,Bob,DAVE,SUSPICION,10.0
60,16:30,Mark,CEO VIX,TRUST,6.5
60,16:30,Mark,BOB,SUSPICION,10.0
60,16:30,Alice,CEO VIX,TRUST,5.7
60,16:30,Alice,BOB,SUSPICION,10.0
61,17:00,Mark,CEO VIX,TRUST,6.5
61,17:00,Mark,BOB,SUSPICION,10.0
61,17:00,Dave,CEO VIX,TRUST,7.6
61,17:00,Dave,BOB,SUSPICION,10.0
61,17:00,Bob,CEO VIX,TRUST,7.9
61,17:00,Bob,DAVE,SUSPICION,10.0
61,17:00,Alice,CEO VIX,TRUST,5.7
61,17:00,Alice,BOB,SUSPICION,10.0
62,17:30,Mark,CEO VIX,TRUST,6.5
62,17:30,Mark,BOB,SUSPICION,10.0
62,17:30,Bob,CEO VIX,TRUST,7.9
62,17:30,Bob,DAVE,SUSPICION,10.0
62,17:30,Dave,CEO VIX,TRUST,7.6
62,17:30,Dave,BOB,SUSPICION,10.0
62,17:30,Alice,CEO VIX,TRUST,5.7
62,17:30,Alice,BOB,SUSPICION,10.0
63,18:00,Mark,CEO VIX,TRUST,6.5
63,18:00,Mark,BOB,SUSPICION,10.0
63,18:00,Bob,CEO VIX,TRUST,7.9
63,18:00,Bob,DAVE,SUSPICION,10.0
63,18:00,Dave,CEO VIX,TRUST,7.6
63,18:00,Dave,BOB,SUSPICION,10.0
63,18:00,Alice,CEO VIX,TRUST,5.7
63,18:00,Alice,BOB,SUSPICION,10.0
64,08:00,Mark,CEO VIX,TRUST,6.5
64,08:00,Mark,BOB,SUSPICION,10.0
64,08:00,Dave,CEO VIX,TRUST,7.6
64,08:00,Dave,BOB,SUSPICION,10.0
64,08:00,Bob,CEO VIX,TRUST,7.9
64,08:00,Bob,DAVE,SUSPICION,10.0
64,08:00,Alice,CEO VIX,TRUST,5.7
64,08:00,Alice,BOB,SUSPICION,10.0
65,08:30,Dave,CEO VIX,TRUST,7.6
65,08:30,Dave,BOB,SUSPICION,10.0
65,08:30,Mark,CEO VIX,TRUST,6.5
65,08:30,Mark,BOB,SUSPICION,10.0
65,08:30,Bob,CEO VIX,TRUST,7.9
65,08:30,Bob,DAVE,SUSPICION,10.0
65,08:30,Alice,CEO VIX,TRUST,5.7
65,08:30,Alice,BOB,SUSPICION,10.0
66,09:00,Mark,CEO VIX,TRUST,6.5
66,09:00,Mark,BOB,SUSPICION,10.0
66,09:00,Bob,CEO VIX,TRUST,7.9
66,09:00,Bob,DAVE,SUSPICION,10.0
66,09:00,Dave,CEO VIX,TRUST,7.6
66,09:00,Dave,BOB,SUSPICION,10.0
66,09:00,Alice,CEO VIX,TRUST,5.7
66,09:00,Alice,BOB,SUSPICION,10.0
67,09:30,Bob,CEO VIX,TRUST,7.9
67,09:30,Bob,DAVE,SUSPICION,10.0
67,09:30,Mark,CEO VIX,TRUST,6.5
67,09:30,Mark,BOB,SUSPICION,10.0
67,09:30,Dave,CEO VIX,TRUST,7.6
67,09:30,Dave,BOB,SUSPICION,10.0
67,09:30,Alice,CEO VIX,TRUST,5.7
67,09:30,Alice,BOB,SUSPICION,9.5
68,10:00,Bob,CEO VIX,TRUST,7.9
68,10:00,Bob,DAVE,SUSPICION,10.0
68,10:00,Dave,CEO VIX,TRUST,7.6
68,10:00,Dave,BOB,SUSPICION,10.0
68,10:00,Alice,CEO VIX,TRUST,5.7
68,10:00,Alice,BOB,SUSPICION,10.0
68,10:00,Mark,CEO VIX,TRUST,6.5
68,10:00,Mark,BOB,SUSPICION,10.0
69,10:30,Dave,CEO VIX,TRUST,7.6
69,10:30,Dave,BOB,SUSPICION,10.0
69,10:30,Bob,CEO VIX,TRUST,7.9
69,10:30,Bob,DAVE,SUSPICION,10.0
69,10:30,Mark,CEO VIX,TRUST,6.5
69,10:30,Mark,BOB,SUSPICION,10.0
69,10:30,Alice,CEO VIX,TRUST,5.7
69,10:30,Alice,BOB,SUSPICION,10.0
70,11:00,Dave,CEO VIX,TRUST,7.6
70,11:00,Dave,BOB,SUSPICION,10.0
70,11:00,Alice,CEO VIX,TRUST,5.7
70,11:00,Alice,BOB,SUSPICION,10.0
70,11:00,Mark,CEO VIX,TRUST,6.5
70,11:00,Mark,BOB,SUSPICION,10.0
70,11:00,Bob,CEO VIX,TRUST,7.9
70,11:00,Bob,DAVE,SUSPICION,10.0
71,11:30,Alice,CEO VIX,TRUST,5.7
71,11:30,Alice,BOB,SUSPICION,10.0
71,11:30,Mark,CEO VIX,TRUST,6.5
71,11:30,Mark,BOB,SUSPICION,10.0
71,11:30,Bob,CEO VIX,TRUST,7.9
71,11:30,Bob,DAVE,SUSPICION,10.0
71,11:30,Dave,CEO VIX,TRUST,7.6
71,11:30,Dave,BOB,SUSPICION,10.0
72,12:00,Mark,CEO VIX,TRUST,6.5
72,12:00,Mark,BOB,SUSPICION,10.0
72,12:00,Alice,CEO VIX,TRUST,5.7
72,12:00,Alice,BOB,SUSPICION,10.0
72,12:00,Dave,CEO VIX,TRUST,7.6
72,12:00,Dave,BOB,SUSPICION,10.0
72,12:00,Bob,CEO VIX,TRUST,7.9
72,12:00,Bob,DAVE,SUSPICION,10.0
73,12:30,Alice,CEO VIX,TRUST,5.7
73,12:30,Alice,BOB,SUSPICION,10.0
73,12:30,Mark,CEO VIX,TRUST,6.5
73,12:30,Mark,BOB,SUSPICION,10.0
73,12:30,Dave,CEO VIX,TRUST,7.6
73,12:30,Dave,BOB,SUSPICION,10.0
73,12:30,Bob,CEO VIX,TRUST,7.9
73,12:30,Bob,DAVE,SUSPICION,10.0
74,13:00,Bob,CEO VIX,TRUST,7.9
74,13:00,Bob,DAVE,SUSPICION,10.0
74,13:00,Dave,CEO VIX,TRUST,7.6
74,13:00,Dave,BOB,SUSPICION,10.0
74,13:00,Mark,CEO VIX,TRUST,6.5
74,13:00,Mark,BOB,SUSPICION,10.0
74,13:00,Alice,CEO VIX,TRUST,5.7
74,13:00,Alice,BOB,SUSPICION,9.5
75,13:30,Mark,CEO VIX,TRUST,6.5
75,13:30,Mark,BOB,SUSPICION,10.0
75,13:30,Dave,CEO VIX,TRUST,7.6
75,13:30,Dave,BOB,SUSPICION,10.0
75,13:30,Alice,CEO VIX,TRUST,5.7
75,13:30,Alice,BOB,SUSPICION,10.0
75,13:30,Bob,CEO VIX,TRUST,7.9
75,13:30,Bob,DAVE,SUSPICION,10.0
76,14:00,Mark,CEO VIX,TRUST,6.5
76,14:00,Mark,BOB,SUSPICION,10.0
76,14:00,Dave,CEO VIX,TRUST,7.6
76,14:00,Dave,BOB,SUSPICION,10.0
76,14:00,Alice,CEO VIX,TRUST,5.7
76,14:00,Alice,BOB,SUSPICION,10.0
76,14:00,Bob,CEO VIX,TRUST,7.9
76,14:00,Bob,DAVE,SUSPICION,10.0
77,14:30,Alice,CEO VIX,TRUST,5.7
77,14:30,Alice,BOB,SUSPICION,10.0
77,14:30,Dave,CEO VIX,TRUST,7.6
77,14:30,Dave,BOB,SUSPICION,10.0
77,14:30,Mark,CEO VIX,TRUST,6.5
77,14:30,Mark,BOB,SUSPICION,10.0
77,14:30,Bob,CEO VIX,TRUST,7.9
77,14:30,Bob,DAVE,SUSPICION,10.0
78,15:00,Dave,CEO VIX,TRUST,7.6
78,15:00,Dave,BOB,SUSPICION,10.0
78,15:00,Alice,CEO VIX,TRUST,5.7
78,15:00,Alice,BOB,SUSPICION,10.0
78,15:00,Mark,CEO VIX,TRUST,6.5
78,15:00,Mark,BOB,SUSPICION,10.0
78,15:00,Bob,CEO VIX,TRUST,7.9
78,15:00,Bob,DAVE,SUSPICION,10.0
79,15:30,Mark,CEO VIX,TRUST,6.5
79,15:30,Mark,BOB,SUSPICION,10.0
79,15:30,Dave,CEO VIX,TRUST,7.6
79,15:30,Dave,BOB,SUSPICION,10.0
79,15:30,Bob,CEO VIX,TRUST,7.9
79,15:30,Bob,DAVE,SUSPICION,10.0
79,15:30,Alice,CEO VIX,TRUST,5.7
79,15:30,Alice,BOB,SUSPICION,9.5
80,16:00,Dave,CEO VIX,TRUST,7.6
80,16:00,Dave,BOB,SUSPICION,10.0
80,16:00,Mark,CEO VIX,TRUST,6.5
80,16:00,Mark,BOB,SUSPICION,10.0
80,16:00,Bob,CEO VIX,TRUST,7.9
80,16:00,Bob,DAVE,SUSPICION,10.0
80,16:00,Alice,CEO VIX,TRUST,5.7
80,16:00,Alice,BOB,SUSPICION,10.0
81,16:30,Dave,CEO VIX,TRUST,7.6
81,16:30,Dave,BOB,SUSPICION,10.0
81,16:30,Alice,CEO VIX,TRUST,5.7
81,16:30,Alice,BOB,SUSPICION,10.0
81,16:30,Mark,CEO VIX,TRUST,6.5
81,16:30,Mark,BOB,SUSPICION,10.0
81,16:30,Bob,CEO VIX,TRUST,7.9
81,16:30,Bob,DAVE,SUSPICION,10.0
82,17:00,Mark,CEO VIX,TRUST,6.5
82,17:00,Mark,BOB,SUSPICION,10.0
82,17:00,Alice,CEO VIX,TRUST,5.7
82,17:00,Alice,BOB,SUSPICION,10.0
82,17:00,Bob,CEO VIX,TRUST,7.9
82,17:00,Bob,DAVE,SUSPICION,10.0
82,17:00,Dave,CEO VIX,TRUST,7.6
82,17:00,Dave,BOB,SUSPICION,10.0
83,17:30,Mark,CEO VIX,TRUST,6.5
83,17:30,Mark,BOB,SUSPICION,10.0
83,17:30,Alice,CEO VIX,TRUST,5.7
83,17:30,Alice,BOB,SUSPICION,10.0
83,17:30,Dave,CEO VIX,TRUST,7.6
83,17:30,Dave,BOB,SUSPICION,10.0
83,17:30,Bob,CEO VIX,TRUST,7.9
83,17:30,Bob,DAVE,SUSPICION,9.5
84,18:00,Dave,CEO VIX,TRUST,7.6
84,18:00,Dave,BOB,SUSPICION,10.0
84,18:00,Mark,CEO VIX,TRUST,6.5
84,18:00,Mark,BOB,SUSPICION,10.0
84,18:00,Bob,CEO VIX,TRUST,7.9
84,18:00,Bob,DAVE,SUSPICION,10.0
84,18:00,Alice,CEO VIX,TRUST,5.7
84,18:00,Alice,BOB,SUSPICION,10.0
85,08:00,Alice,CEO VIX,TRUST,5.7
85,08:00,Alice,BOB,SUSPICION,10.0
85,08:00,Mark,CEO VIX,TRUST,6.5
85,08:00,Mark,BOB,SUSPICION,10.0
85,08:00,Bob,CEO VIX,TRUST,7.9
85,08:00,Bob,DAVE,SUSPICION,10.0
85,08:00,Dave,CEO VIX,TRUST,7.6
85,08:00,Dave,BOB,SUSPICION,10.0
86,08:30,Bob,CEO VIX,TRUST,7.9
86,08:30,Bob,DAVE,SUSPICION,10.0
86,08:30,Dave,CEO VIX,TRUST,7.6
86,08:30,Dave,BOB,SUSPICION,10.0
86,08:30,Mark,CEO VIX,TRUST,6.5
86,08:30,Mark,BOB,SUSPICION,10.0
86,08:30,Alice,CEO VIX,TRUST,5.7
86,08:30,Alice,BOB,SUSPICION,9.5
87,09:00,Bob,CEO VIX,TRUST,7.9
87,09:00,Bob,DAVE,SUSPICION,10.0
87,09:00,Mark,CEO VIX,TRUST,6.5
87,09:00,Mark,BOB,SUSPICION,10.0
87,09:00,Dave,CEO VIX,TRUST,7.6
87,09:00,Dave,BOB,SUSPICION,10.0
87,09:00,Alice,CEO VIX,TRUST,5.7
87,09:00,Alice,BOB,SUSPICION,9.0
88,09:30,Bob,CEO VIX,TRUST,7.9
88,09:30,Bob,DAVE,SUSPICION,10.0
88,09:30,Dave,CEO VIX,TRUST,7.6
88,09:30,Dave,BOB,SUSPICION,10.0
88,09:30,Alice,CEO VIX,TRUST,5.7
88,09:30,Alice,BOB,SUSPICION,10.0
88,09:30,Mark,CEO VIX,TRUST,6.5
88,09:30,Mark,BOB,SUSPICION,10.0
89,10:00,Mark,CEO VIX,TRUST,6.5
89,10:00,Mark,BOB,SUSPICION,10.0
89,10:00,Alice,CEO VIX,TRUST,5.7
89,10:00,Alice,BOB,SUSPICION,10.0
89,10:00,Bob,CEO VIX,TRUST,7.9
89,10:00,Bob,DAVE,SUSPICION,10.0
89,10:00,Dave,CEO VIX,TRUST,7.6
89,10:00,Dave,BOB,SUSPICION,10.0
90,10:30,Dave,CEO VIX,TRUST,7.6
90,10:30,Dave,BOB,SUSPICION,10.0
90,10:30,Mark,CEO VIX,TRUST,6.5
90,10:30,Mark,BOB,SUSPICION,10.0
90,10:30,Bob,CEO VIX,TRUST,7.9
90,10:30,Bob,DAVE,SUSPICION,10.0
90,10:30,Alice,CEO VIX,TRUST,5.7
90,10:30,Alice,BOB,SUSPICION,9.5
91,11:00,Dave,CEO VIX,TRUST,7.6
91,11:00,Dave,BOB,SUSPICION,10.0
91,11:00,Bob,CEO VIX,TRUST,7.9
91,11:00,Bob,DAVE,SUSPICION,10.0
91,11:00,Mark,CEO VIX,TRUST,6.5
91,11:00,Mark,BOB,SUSPICION,10.0
91,11:00,Alice,CEO VIX,TRUST,5.7
91,11:00,Alice,BOB,SUSPICION,10.0
